"ID","group","Family","species","x","y","Endemic","sub_species"
"54_Lycaenidae_2262","Rhopalocera","Lycaenidae","Lachides_galba",49.12,36.78,FALSE,"galba"
"54_Lycaenidae_2255","Rhopalocera","Lycaenidae","Lachides_galba",49.21,36.74,FALSE,"galba"
"54_Lycaenidae_2254","Rhopalocera","Lycaenidae","Lachides_galba",48.86,36.58,FALSE,"galba"
"54_Lycaenidae_2253","Rhopalocera","Lycaenidae","Lachides_galba",54.5,36.4,FALSE,"galba"
"54_Lycaenidae_2247","Rhopalocera","Lycaenidae","Lachides_galba",47.14,35.96,FALSE,"galba"
"54_Lycaenidae_2259","Rhopalocera","Lycaenidae","Lachides_galba",56.05,35.82,FALSE,"galba"
"54_Lycaenidae_2249","Rhopalocera","Lycaenidae","Lachides_galba",53.2,35.48,FALSE,"galba"
"54_Lycaenidae_2243","Rhopalocera","Lycaenidae","Lachides_galba",47.12,34.33,FALSE,"galba"
"54_Lycaenidae_2246","Rhopalocera","Lycaenidae","Lachides_galba",47.12,34.33,FALSE,"galba"
"54_Lycaenidae_2250","Rhopalocera","Lycaenidae","Lachides_galba",51.45,33.71,FALSE,"galba"
"54_Lycaenidae_2261","Rhopalocera","Lycaenidae","Lachides_galba",51.41,33.69,FALSE,"galba"
"54_Lycaenidae_2251","Rhopalocera","Lycaenidae","Lachides_galba",56.07,33.37,FALSE,"galba"
"54_Lycaenidae_2252","Rhopalocera","Lycaenidae","Lachides_galba",47.76,33.26,FALSE,"galba"
"54_Lycaenidae_2263","Rhopalocera","Lycaenidae","Lachides_galba",52.39,32.89,FALSE,"galba"
"54_Lycaenidae_8765","Rhopalocera","Lycaenidae","Lachides_galba",48.4,32.08,FALSE,"galba"
"54_Lycaenidae_8759","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_8760","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_8761","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_8762","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_8763","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_8764","Rhopalocera","Lycaenidae","Lachides_galba",48.8,31.31,FALSE,"galba"
"54_Lycaenidae_2258","Rhopalocera","Lycaenidae","Lachides_galba",52.69,29.73,FALSE,"galba"
"54_Lycaenidae_2257","Rhopalocera","Lycaenidae","Lachides_galba",52.39,29.67,FALSE,"galba"
"54_Lycaenidae_2256","Rhopalocera","Lycaenidae","Lachides_galba",54.34,27.61,FALSE,"galba"
"54_Lycaenidae_7792","Rhopalocera","Lycaenidae","Lampides_boeticus",55.92,37.37,FALSE,""
"54_Lycaenidae_8040","Rhopalocera","Lycaenidae","Lampides_boeticus",56.08,37.37,FALSE,""
"54_Lycaenidae_8039","Rhopalocera","Lycaenidae","Lampides_boeticus",56,37.33,FALSE,""
"54_Lycaenidae_8038","Rhopalocera","Lycaenidae","Lampides_boeticus",55.95,37.33,FALSE,""
"54_Lycaenidae_8010","Rhopalocera","Lycaenidae","Lampides_boeticus",54.31,36.68,FALSE,""
"54_Lycaenidae_8335","Rhopalocera","Lycaenidae","Lampides_boeticus",54.71,36.53,FALSE,""
"54_Lycaenidae_8481","Rhopalocera","Lycaenidae","Lampides_boeticus",54.71,36.53,FALSE,""
"54_Lycaenidae_8334","Rhopalocera","Lycaenidae","Lampides_boeticus",59.57,36.26,FALSE,""
"54_Lycaenidae_8537","Rhopalocera","Lycaenidae","Lampides_boeticus",59.57,36.26,FALSE,""
"54_Lycaenidae_8590","Rhopalocera","Lycaenidae","Lampides_boeticus",59.42,36.25,FALSE,""
"54_Lycaenidae_7976","Rhopalocera","Lycaenidae","Lampides_boeticus",51.04,36.18,FALSE,""
"54_Lycaenidae_7789","Rhopalocera","Lycaenidae","Lampides_boeticus",50.35,36.1,FALSE,""
"54_Lycaenidae_7790","Rhopalocera","Lycaenidae","Lampides_boeticus",50.54,36.02,FALSE,""
"54_Lycaenidae_8257","Rhopalocera","Lycaenidae","Lampides_boeticus",51.03,35.85,FALSE,""
"54_Lycaenidae_7791","Rhopalocera","Lycaenidae","Lampides_boeticus",52.21,35.66,FALSE,""
"54_Lycaenidae_8337","Rhopalocera","Lycaenidae","Lampides_boeticus",48.53,34.83,FALSE,""
"54_Lycaenidae_7910","Rhopalocera","Lycaenidae","Lampides_boeticus",46.04,34.44,FALSE,""
"54_Lycaenidae_8651","Rhopalocera","Lycaenidae","Lampides_boeticus",47.12,34.33,FALSE,""
"54_Lycaenidae_8258","Rhopalocera","Lycaenidae","Lampides_boeticus",46.23,34.29,FALSE,""
"54_Lycaenidae_8259","Rhopalocera","Lycaenidae","Lampides_boeticus",48.34,33.48,FALSE,""
"54_Lycaenidae_8650","Rhopalocera","Lycaenidae","Lampides_boeticus",48.36,32.37,FALSE,""
"54_Lycaenidae_8643","Rhopalocera","Lycaenidae","Lampides_boeticus",48.81,32.03,FALSE,""
"54_Lycaenidae_8644","Rhopalocera","Lycaenidae","Lampides_boeticus",48.81,32.03,FALSE,""
"54_Lycaenidae_8645","Rhopalocera","Lycaenidae","Lampides_boeticus",48.88,31.57,FALSE,""
"54_Lycaenidae_8646","Rhopalocera","Lycaenidae","Lampides_boeticus",48.88,31.57,FALSE,""
"54_Lycaenidae_8647","Rhopalocera","Lycaenidae","Lampides_boeticus",48.88,31.57,FALSE,""
"54_Lycaenidae_8648","Rhopalocera","Lycaenidae","Lampides_boeticus",48.88,31.57,FALSE,""
"54_Lycaenidae_8649","Rhopalocera","Lycaenidae","Lampides_boeticus",48.88,31.57,FALSE,""
"54_Lycaenidae_8260","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8632","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8633","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8634","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8635","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8636","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8637","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8638","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8639","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8640","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8641","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_8642","Rhopalocera","Lycaenidae","Lampides_boeticus",48.58,31.34,FALSE,""
"54_Lycaenidae_7844","Rhopalocera","Lycaenidae","Lampides_boeticus",48.22,30.42,FALSE,""
"54_Lycaenidae_8102","Rhopalocera","Lycaenidae","Lampides_boeticus",51.9,30.41,FALSE,""
"54_Lycaenidae_7793","Rhopalocera","Lycaenidae","Lampides_boeticus",50,30.27,FALSE,""
"54_Lycaenidae_8333","Rhopalocera","Lycaenidae","Lampides_boeticus",51.98,30.21,FALSE,""
"54_Lycaenidae_8101","Rhopalocera","Lycaenidae","Lampides_boeticus",52.22,29.71,FALSE,""
"54_Lycaenidae_8559","Rhopalocera","Lycaenidae","Lampides_boeticus",52.39,29.67,FALSE,""
"54_Lycaenidae_8100","Rhopalocera","Lycaenidae","Lampides_boeticus",52.63,29.59,FALSE,""
"54_Lycaenidae_7794","Rhopalocera","Lycaenidae","Lampides_boeticus",54.02,29.12,FALSE,""
"54_Lycaenidae_7796","Rhopalocera","Lycaenidae","Lampides_boeticus",60.59,27.4,FALSE,""
"54_Lycaenidae_7795","Rhopalocera","Lycaenidae","Lampides_boeticus",57.77,25.73,FALSE,""
"65_Geometridae_2475","Moth","Geometridae","Larentia_clavaria",48.32,33.6,FALSE,""
"65_Geometridae_1605","Moth","Geometridae","Larentia_clavaria",52.01,28,FALSE,""
"65_Geometridae_2641","Moth","Geometridae","Larentia_clavaria",56.15,27.36,FALSE,""
"65_Geometridae_2313","Moth","Geometridae","Lehmannodes_guneyi",45.99,36.07,FALSE,""
"65_Geometridae_2705","Moth","Geometridae","Lehmannodes_guneyi",45.99,36.07,FALSE,""
"65_Geometridae_2316","Moth","Geometridae","Lehmannodes_guneyi",45.99,36.07,FALSE,""
"65_Geometridae_2706","Moth","Geometridae","Lehmannodes_guneyi",45.99,36.07,FALSE,""
"65_Geometridae_4134","Moth","Geometridae","Ligdia_adustata",57.98,37.67,FALSE,""
"65_Geometridae_89","Moth","Geometridae","Ligdia_adustata",54.49,36.71,FALSE,""
"65_Geometridae_2991","Moth","Geometridae","Lithostege_amoenata",58.7,37.43,FALSE,""
"65_Geometridae_3855","Moth","Geometridae","Lithostege_amoenata",59.66,36.91,FALSE,""
"65_Geometridae_403","Moth","Geometridae","Lithostege_amoenata",59.2,36.31,FALSE,""
"65_Geometridae_2998","Moth","Geometridae","Lithostege_amoenata",60.68,36.27,FALSE,""
"65_Geometridae_3000","Moth","Geometridae","Lithostege_amoenata",51.48,35.99,FALSE,""
"65_Geometridae_3001","Moth","Geometridae","Lithostege_amoenata",52.77,35.85,FALSE,""
"65_Geometridae_3006","Moth","Geometridae","Lithostege_amoenata",59.94,35.41,FALSE,""
"65_Geometridae_5424","Moth","Geometridae","Lithostege_amoenata",48.39,34.77,FALSE,""
"65_Geometridae_2999","Moth","Geometridae","Lithostege_buxtoni",50.84,36.17,TRUE,""
"65_Geometridae_3008","Moth","Geometridae","Lithostege_buxtoni",47.98,34.8,TRUE,""
"65_Geometridae_1876","Moth","Geometridae","Lithostege_buxtoni",48.05,34.64,TRUE,""
"65_Geometridae_3009","Moth","Geometridae","Lithostege_buxtoni",47.12,34.33,TRUE,""
"65_Geometridae_5408","Moth","Geometridae","Lithostege_buxtoni",47.12,34.33,TRUE,""
"65_Geometridae_3014","Moth","Geometridae","Lithostege_buxtoni",51.27,30.21,TRUE,""
"65_Geometridae_3017","Moth","Geometridae","Lithostege_buxtoni",53.75,29.68,TRUE,""
"65_Geometridae_3682","Moth","Geometridae","Lithostege_buxtoni",53.75,29.68,TRUE,""
"65_Geometridae_5410","Moth","Geometridae","Lithostege_buxtoni",52.58,29.59,TRUE,""
"65_Geometridae_1594","Moth","Geometridae","Lithostege_buxtoni",51.48,29.24,TRUE,""
"65_Geometridae_3023","Moth","Geometridae","Lithostege_buxtoni",51.48,29.24,TRUE,""
"65_Geometridae_3042","Moth","Geometridae","Lithostege_coassata",47.82,39.33,FALSE,""
"65_Geometridae_3044","Moth","Geometridae","Lithostege_coassata",45.15,38.68,FALSE,""
"65_Geometridae_3046","Moth","Geometridae","Lithostege_coassata",45.4,38.46,FALSE,""
"65_Geometridae_2992","Moth","Geometridae","Lithostege_coassata",55.77,37.4,FALSE,""
"65_Geometridae_2993","Moth","Geometridae","Lithostege_coassata",55.17,37.25,FALSE,""
"65_Geometridae_2995","Moth","Geometridae","Lithostege_coassata",54.41,36.83,FALSE,""
"65_Geometridae_3039","Moth","Geometridae","Lithostege_coassata",54.41,36.83,FALSE,""
"65_Geometridae_3040","Moth","Geometridae","Lithostege_coassata",54.47,36.78,FALSE,""
"65_Geometridae_1362","Moth","Geometridae","Lithostege_coassata",54.5,36.73,FALSE,""
"65_Geometridae_747","Moth","Geometridae","Lithostege_dissocyma",46.12,33.6,FALSE,""
"65_Geometridae_3018","Moth","Geometridae","Lithostege_dissocyma",51.67,29.66,FALSE,""
"65_Geometridae_3029","Moth","Geometridae","Lithostege_dissocyma",53.37,28.35,FALSE,""
"65_Geometridae_3030","Moth","Geometridae","Lithostege_dissocyma",56.15,28.09,FALSE,""
"65_Geometridae_3031","Moth","Geometridae","Lithostege_dissocyma",56.24,28.07,FALSE,""
"65_Geometridae_1603","Moth","Geometridae","Lithostege_dissocyma",52.01,28,FALSE,""
"65_Geometridae_3032","Moth","Geometridae","Lithostege_dissocyma",52.01,28,FALSE,""
"65_Geometridae_3033","Moth","Geometridae","Lithostege_dissocyma",52.01,28,FALSE,""
"65_Geometridae_1608","Moth","Geometridae","Lithostege_dissocyma",56.15,27.36,FALSE,""
"65_Geometridae_3036","Moth","Geometridae","Lithostege_fissurata",60.59,27.4,FALSE,"inanis"
"65_Geometridae_53","Moth","Geometridae","Lithostege_flavicornata",51.67,35.32,FALSE,""
"65_Geometridae_4133","Moth","Geometridae","Lithostege_griseata",57.98,37.67,FALSE,"griseata"
"65_Geometridae_5398","Moth","Geometridae","Lithostege_griseata",51.03,35.85,FALSE,"griseata"
"65_Geometridae_3002","Moth","Geometridae","Lithostege_griseata",50.99,35.84,FALSE,"griseata"
"65_Geometridae_3003","Moth","Geometridae","Lithostege_griseata",50.97,35.82,FALSE,"griseata"
"65_Geometridae_1334","Moth","Geometridae","Lithostege_griseata",51.48,30.98,FALSE,"griseata"
"65_Geometridae_3041","Moth","Geometridae","Lithostege_infuscata",44.38,39.33,FALSE,""
"65_Geometridae_3043","Moth","Geometridae","Lithostege_infuscata",47.82,39.33,FALSE,""
"65_Geometridae_3049","Moth","Geometridae","Lithostege_infuscata",45.11,38.73,FALSE,""
"65_Geometridae_3045","Moth","Geometridae","Lithostege_infuscata",45.15,38.68,FALSE,""
"65_Geometridae_3047","Moth","Geometridae","Lithostege_infuscata",45.79,38.42,FALSE,""
"65_Geometridae_3004","Moth","Geometridae","Lithostege_infuscata",50.97,35.82,FALSE,""
"65_Geometridae_1895","Moth","Geometridae","Lithostege_kiabii",56.23,36.42,TRUE,""
"65_Geometridae_1894","Moth","Geometridae","Lithostege_kiabii",55.48,29.98,TRUE,""
"65_Geometridae_3011","Moth","Geometridae","Lithostege_notata",50.55,31.74,FALSE,""
"65_Geometridae_3013","Moth","Geometridae","Lithostege_notata",50.85,30.47,FALSE,""
"65_Geometridae_3027","Moth","Geometridae","Lithostege_notata",51,28.87,FALSE,""
"65_Geometridae_3035","Moth","Geometridae","Lithostege_notata",56.07,27.76,FALSE,""
"65_Geometridae_3038","Moth","Geometridae","Lithostege_notata",55.59,26.95,FALSE,""
"65_Geometridae_2997","Moth","Geometridae","Lithostege_palaestinensis",49.73,36.61,FALSE,""
"65_Geometridae_3007","Moth","Geometridae","Lithostege_palaestinensis",51.67,35.32,FALSE,""
"65_Geometridae_3010","Moth","Geometridae","Lithostege_palaestinensis",46.16,33.1,FALSE,""
"65_Geometridae_1338","Moth","Geometridae","Lithostege_palaestinensis",48.23,32.19,FALSE,""
"65_Geometridae_3012","Moth","Geometridae","Lithostege_palaestinensis",49.17,31.32,FALSE,""
"65_Geometridae_3015","Moth","Geometridae","Lithostege_palaestinensis",50.37,30.03,FALSE,""
"65_Geometridae_3016","Moth","Geometridae","Lithostege_palaestinensis",51.63,29.79,FALSE,""
"65_Geometridae_232","Moth","Geometridae","Lithostege_palaestinensis",51.46,29.59,FALSE,""
"65_Geometridae_3019","Moth","Geometridae","Lithostege_palaestinensis",51.46,29.59,FALSE,""
"65_Geometridae_3020","Moth","Geometridae","Lithostege_palaestinensis",51.39,29.47,FALSE,""
"65_Geometridae_3021","Moth","Geometridae","Lithostege_palaestinensis",51.4,29.47,FALSE,""
"65_Geometridae_3022","Moth","Geometridae","Lithostege_palaestinensis",51.21,29.27,FALSE,""
"65_Geometridae_3026","Moth","Geometridae","Lithostege_palaestinensis",51.29,28.98,FALSE,""
"65_Geometridae_3028","Moth","Geometridae","Lithostege_palaestinensis",53.3,28.43,FALSE,""
"65_Geometridae_3034","Moth","Geometridae","Lithostege_palaestinensis",56.07,27.76,FALSE,""
"65_Geometridae_3037","Moth","Geometridae","Lithostege_palaestinensis",56.13,27.37,FALSE,""
"65_Geometridae_3024","Moth","Geometridae","Lithostege_samandooki",57.55,29.1,TRUE,""
"65_Geometridae_3025","Moth","Geometridae","Lithostege_samandooki",57.57,28.99,TRUE,""
"65_Geometridae_1590","Moth","Geometridae","Lithostege_stadiei",48.76,36.74,TRUE,""
"65_Geometridae_1591","Moth","Geometridae","Lithostege_stadiei",48.75,36.7,TRUE,""
"65_Geometridae_4055","Moth","Geometridae","Lithostege_stadiei",48.75,36.7,TRUE,""
"65_Geometridae_2996","Moth","Geometridae","Lithostege_stadiei",48.75,36.7,TRUE,""
"65_Geometridae_3048","Moth","Geometridae","Lithostege_witzenmanni",44.72,38.39,FALSE,""
"65_Geometridae_1255","Moth","Geometridae","Lithostege_witzenmanni",45.17,37.53,FALSE,""
"65_Geometridae_2994","Moth","Geometridae","Lithostege_witzenmanni",45.73,37.13,FALSE,""
"65_Geometridae_3005","Moth","Geometridae","Lithostege_witzenmanni",48.2,35.43,FALSE,""
"65_Geometridae_90","Moth","Geometridae","Lomographa_bimaculata",54.49,36.71,FALSE,""
"65_Geometridae_3870","Moth","Geometridae","Lulavia_multipunctata",50.77,31.07,FALSE,""
"65_Geometridae_1592","Moth","Geometridae","Lulavia_multipunctata",51.72,29.78,FALSE,""
"65_Geometridae_2556","Moth","Geometridae","Lulavia_multipunctata",51.72,29.78,FALSE,""
"65_Geometridae_2563","Moth","Geometridae","Lulavia_multipunctata",51.67,29.66,FALSE,""
"65_Geometridae_3868","Moth","Geometridae","Lulavia_multipunctata",51.71,29.6,FALSE,""
"65_Geometridae_2580","Moth","Geometridae","Lulavia_multipunctata",51.82,29.56,FALSE,""
"65_Geometridae_2581","Moth","Geometridae","Lulavia_multipunctata",51.82,29.56,FALSE,""
"65_Geometridae_3869","Moth","Geometridae","Lulavia_multipunctata",51.48,29.26,FALSE,""
"65_Geometridae_2591","Moth","Geometridae","Lulavia_multipunctata",51.48,29.24,FALSE,""
"65_Geometridae_2594","Moth","Geometridae","Lulavia_multipunctata",51.48,29.24,FALSE,""
"65_Geometridae_1593","Moth","Geometridae","Lulavia_multipunctata",51.48,29.24,FALSE,""
"65_Geometridae_2592","Moth","Geometridae","Lulavia_multipunctata",51.48,29.24,FALSE,""
"65_Geometridae_1602","Moth","Geometridae","Lulavia_multipunctata",52.01,28,FALSE,""
"65_Geometridae_2616","Moth","Geometridae","Lulavia_multipunctata",52.01,28,FALSE,""
"65_Geometridae_2617","Moth","Geometridae","Lulavia_multipunctata",52.01,28,FALSE,""
"65_Geometridae_2618","Moth","Geometridae","Lulavia_multipunctata",52.01,28,FALSE,""
"65_Geometridae_1607","Moth","Geometridae","Lulavia_multipunctata",56.15,27.36,FALSE,""
"65_Geometridae_2642","Moth","Geometridae","Lulavia_multipunctata",56.15,27.36,FALSE,""
"65_Geometridae_2645","Moth","Geometridae","Lulavia_multipunctata",56.15,27.26,FALSE,""
"54_Lycaenidae_1314","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.589839,36.788892,FALSE,"melibaeus"
"54_Lycaenidae_8567","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.589839,36.788892,FALSE,"melibaeus"
"54_Lycaenidae_1333","Rhopalocera","Lycaenidae","Lycaena_alciphron",46.01,38.87,FALSE,"melibaeus"
"54_Lycaenidae_1382","Rhopalocera","Lycaenidae","Lycaena_alciphron",44.92,38.56,FALSE,"melibaeus"
"54_Lycaenidae_1339","Rhopalocera","Lycaenidae","Lycaena_alciphron",48.83,38.39,FALSE,"melibaeus"
"54_Lycaenidae_1367","Rhopalocera","Lycaenidae","Lycaena_alciphron",46.87,38.3,FALSE,"melibaeus"
"54_Lycaenidae_1334","Rhopalocera","Lycaenidae","Lycaena_alciphron",47.84,38.27,FALSE,"melibaeus"
"54_Lycaenidae_1316","Rhopalocera","Lycaenidae","Lycaena_alciphron",47.81,38.16,FALSE,"melibaeus"
"54_Lycaenidae_8303","Rhopalocera","Lycaenidae","Lycaena_alciphron",47.92,38.15,FALSE,"melibaeus"
"54_Lycaenidae_1380","Rhopalocera","Lycaenidae","Lycaena_alciphron",44.7,37.53,FALSE,"melibaeus"
"54_Lycaenidae_1366","Rhopalocera","Lycaenidae","Lycaena_alciphron",48.56,37.44,FALSE,"melibaeus"
"54_Lycaenidae_1335","Rhopalocera","Lycaenidae","Lycaena_alciphron",49.63,37.26,FALSE,"melibaeus"
"54_Lycaenidae_1331","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.4,36.64,FALSE,"melibaeus"
"54_Lycaenidae_1315","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.33,36.63,FALSE,"melibaeus"
"54_Lycaenidae_1357","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.33,36.63,FALSE,"melibaeus"
"54_Lycaenidae_8302","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.33,36.63,FALSE,"melibaeus"
"54_Lycaenidae_8478","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.33,36.63,FALSE,"melibaeus"
"54_Lycaenidae_1373","Rhopalocera","Lycaenidae","Lycaena_alciphron",50,36.59,FALSE,"melibaeus"
"54_Lycaenidae_1336","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.04,36.57,FALSE,"melibaeus"
"54_Lycaenidae_1358","Rhopalocera","Lycaenidae","Lycaena_alciphron",54.71,36.53,FALSE,"melibaeus"
"54_Lycaenidae_1337","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.33,36.51,FALSE,"melibaeus"
"54_Lycaenidae_1361","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.36,36.44,FALSE,"melibaeus"
"54_Lycaenidae_1359","Rhopalocera","Lycaenidae","Lycaena_alciphron",50.08,36.41,FALSE,"melibaeus"
"54_Lycaenidae_1377","Rhopalocera","Lycaenidae","Lycaena_alciphron",49.1,36.4,FALSE,"melibaeus"
"54_Lycaenidae_1387","Rhopalocera","Lycaenidae","Lycaena_alciphron",49.73,36.34,FALSE,"melibaeus"
"54_Lycaenidae_1338","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.26,36.27,FALSE,"melibaeus"
"54_Lycaenidae_1372","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.3,36.25,FALSE,"melibaeus"
"54_Lycaenidae_1360","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.35,36.22,FALSE,"melibaeus"
"54_Lycaenidae_1381","Rhopalocera","Lycaenidae","Lycaena_alciphron",50.96,36.22,FALSE,"melibaeus"
"54_Lycaenidae_1384","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.59,36.22,FALSE,"melibaeus"
"54_Lycaenidae_7971","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.4,36.22,FALSE,"melibaeus"
"54_Lycaenidae_1371","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.29,36.21,FALSE,"melibaeus"
"54_Lycaenidae_1385","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.57,36.2,FALSE,"melibaeus"
"54_Lycaenidae_1342","Rhopalocera","Lycaenidae","Lycaena_alciphron",50.62,36.2,FALSE,"melibaeus"
"54_Lycaenidae_1370","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.8,36.19,FALSE,"melibaeus"
"54_Lycaenidae_1386","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.99,36.19,FALSE,"melibaeus"
"54_Lycaenidae_1364","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.35,36.19,FALSE,"melibaeus"
"54_Lycaenidae_1365","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.7,36.18,FALSE,"melibaeus"
"54_Lycaenidae_1368","Rhopalocera","Lycaenidae","Lycaena_alciphron",46.08,36.17,FALSE,"melibaeus"
"54_Lycaenidae_1317","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.31,36.15,FALSE,"melibaeus"
"54_Lycaenidae_1341","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.31,36.15,FALSE,"melibaeus"
"54_Lycaenidae_1375","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.31,36.15,FALSE,"melibaeus"
"54_Lycaenidae_8159","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.31,36.15,FALSE,"melibaeus"
"54_Lycaenidae_1388","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.24,36.14,FALSE,"melibaeus"
"54_Lycaenidae_1379","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.33,36.11,FALSE,"melibaeus"
"54_Lycaenidae_1362","Rhopalocera","Lycaenidae","Lycaena_alciphron",50.6,36.11,FALSE,"melibaeus"
"54_Lycaenidae_1322","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.28,36.1,FALSE,"melibaeus"
"54_Lycaenidae_1323","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.28,36.1,FALSE,"melibaeus"
"54_Lycaenidae_1349","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.11,36.08,FALSE,"melibaeus"
"54_Lycaenidae_1326","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.42,36.05,FALSE,"melibaeus"
"54_Lycaenidae_1340","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.42,36.05,FALSE,"melibaeus"
"54_Lycaenidae_1383","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.42,36.05,FALSE,"melibaeus"
"54_Lycaenidae_7870","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.42,36.05,FALSE,"melibaeus"
"54_Lycaenidae_1363","Rhopalocera","Lycaenidae","Lycaena_alciphron",50.82,36.04,FALSE,"melibaeus"
"54_Lycaenidae_1347","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.49,36,FALSE,"melibaeus"
"54_Lycaenidae_1330","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.28,35.99,FALSE,"melibaeus"
"54_Lycaenidae_1378","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.07,35.94,FALSE,"melibaeus"
"54_Lycaenidae_1319","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.16,35.93,FALSE,"melibaeus"
"54_Lycaenidae_1325","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.52,35.93,FALSE,"melibaeus"
"54_Lycaenidae_1348","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.52,35.93,FALSE,"melibaeus"
"54_Lycaenidae_1328","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.59,35.91,FALSE,"melibaeus"
"54_Lycaenidae_1345","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.59,35.91,FALSE,"melibaeus"
"54_Lycaenidae_1356","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.2,35.91,FALSE,"melibaeus"
"54_Lycaenidae_1374","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.05,35.9,FALSE,"melibaeus"
"54_Lycaenidae_1321","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.58,35.89,FALSE,"melibaeus"
"54_Lycaenidae_1320","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.17,35.89,FALSE,"melibaeus"
"54_Lycaenidae_1352","Rhopalocera","Lycaenidae","Lycaena_alciphron",51,35.88,FALSE,"melibaeus"
"54_Lycaenidae_1355","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.15,35.86,FALSE,"melibaeus"
"54_Lycaenidae_1354","Rhopalocera","Lycaenidae","Lycaena_alciphron",52.09,35.86,FALSE,"melibaeus"
"54_Lycaenidae_1350","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.03,35.85,FALSE,"melibaeus"
"54_Lycaenidae_1351","Rhopalocera","Lycaenidae","Lycaena_alciphron",51.11,35.85,FALSE,"melibaeus"
