"ID","group","Family","species","x","y","Endemic","sub_species"
"65_Geometridae_1498","Moth","Geometridae","Abraxas_grossulariata",46.79,38.92,FALSE,""
"65_Geometridae_1374","Moth","Geometridae","Abraxas_grossulariata",54.5,36.73,FALSE,""
"65_Geometridae_3697","Moth","Geometridae","Abraxas_sylvata",52.78,35.77,FALSE,""
"65_Geometridae_1751","Moth","Geometridae","Abraxas_wehrlii",51.03,35.85,TRUE,""
"65_Geometridae_5400","Moth","Geometridae","Abraxas_wehrlii",51.03,35.85,TRUE,""
"65_Geometridae_361","Moth","Geometridae","Abraxas_wehrlii",52.22,29.71,TRUE,""
"65_Geometridae_1834","Moth","Geometridae","Acanthovalva_inconspicuaria",54.38,27.62,FALSE,""
"65_Geometridae_537","Moth","Geometridae","Acanthovalva_inconspicuaria",56.09,27.56,FALSE,""
"65_Geometridae_542","Moth","Geometridae","Acanthovalva_inconspicuaria",60.66,25.31,FALSE,""
"29_Zygaenidae_570","Moth","Zygaenidae","Adscita_obscura",46.8,38.91,FALSE,"maxima"
"29_Zygaenidae_266","Moth","Zygaenidae","Adscita_obscura",46.9,38.87,FALSE,"maxima"
"29_Zygaenidae_258","Moth","Zygaenidae","Adscita_obscura",48.57,38.39,FALSE,"maxima"
"29_Zygaenidae_755","Moth","Zygaenidae","Adscita_obscura",45.03,38,FALSE,"maxima"
"29_Zygaenidae_1082","Moth","Zygaenidae","Adscita_obscura",48.67,37.57,FALSE,"maxima"
"29_Zygaenidae_864","Moth","Zygaenidae","Adscita_obscura",48.57,37.4,FALSE,"maxima"
"29_Zygaenidae_1174","Moth","Zygaenidae","Adscita_obscura",48.54,37.4,FALSE,"maxima"
"29_Zygaenidae_491","Moth","Zygaenidae","Adscita_obscura",56.17,37.34,FALSE,"maxima"
"29_Zygaenidae_349","Moth","Zygaenidae","Adscita_obscura",46.87,38.3,FALSE,"obscura"
"29_Zygaenidae_1169","Moth","Zygaenidae","Adscita_obscura",55.77,37.4,FALSE,"obscura"
"29_Zygaenidae_251","Moth","Zygaenidae","Adscita_obscura",56.08,37.37,FALSE,"obscura"
"29_Zygaenidae_189","Moth","Zygaenidae","Adscita_obscura",55.34,36.87,FALSE,"obscura"
"29_Zygaenidae_1117","Moth","Zygaenidae","Adscita_obscura",49.6,36.85,FALSE,"obscura"
"29_Zygaenidae_547","Moth","Zygaenidae","Adscita_obscura",50.28,36.82,FALSE,"obscura"
"29_Zygaenidae_1110","Moth","Zygaenidae","Adscita_obscura",49.42,36.81,FALSE,"obscura"
"29_Zygaenidae_1073","Moth","Zygaenidae","Adscita_obscura",51.45,36.64,FALSE,"obscura"
"29_Zygaenidae_1076","Moth","Zygaenidae","Adscita_obscura",51.47,36.62,FALSE,"obscura"
"29_Zygaenidae_759","Moth","Zygaenidae","Adscita_obscura",54.5,36.57,FALSE,"obscura"
"29_Zygaenidae_344","Moth","Zygaenidae","Adscita_obscura",50.63,36.39,FALSE,"obscura"
"29_Zygaenidae_857","Moth","Zygaenidae","Adscita_obscura",51.31,36.15,FALSE,"obscura"
"29_Zygaenidae_246","Moth","Zygaenidae","Adscita_obscura",51.33,36.07,FALSE,"obscura"
"29_Zygaenidae_827","Moth","Zygaenidae","Adscita_obscura",52.16,35.91,FALSE,"obscura"
"29_Zygaenidae_828","Moth","Zygaenidae","Adscita_obscura",52.04,35.85,FALSE,"obscura"
"29_Zygaenidae_226","Moth","Zygaenidae","Adscita_obscura",50.79,35.82,FALSE,"obscura"
"29_Zygaenidae_590","Moth","Zygaenidae","Adscita_obscura",49.16,35.54,FALSE,"obscura"
"29_Zygaenidae_249","Moth","Zygaenidae","Adscita_obscura",46.53,34.13,FALSE,"obscura"
"29_Zygaenidae_070","Moth","Zygaenidae","Adscita_obscura",48.27,33.65,FALSE,"obscura"
"29_Zygaenidae_232","Moth","Zygaenidae","Adscita_obscura",48.56,33.5,FALSE,"obscura"
"29_Zygaenidae_303","Moth","Zygaenidae","Adscita_obscura",48.7,33.49,FALSE,"obscura"
"29_Zygaenidae_1033","Moth","Zygaenidae","Adscita_obscura",48.7,33.49,FALSE,"obscura"
"29_Zygaenidae_333","Moth","Zygaenidae","Adscita_obscura",49.29,33.44,FALSE,"obscura"
"29_Zygaenidae_410","Moth","Zygaenidae","Adscita_obscura",49.17,33.41,FALSE,"obscura"
"29_Zygaenidae_556","Moth","Zygaenidae","Adscita_obscura",49.22,33.34,FALSE,"obscura"
"29_Zygaenidae_318","Moth","Zygaenidae","Adscita_obscura",48.31,33.03,FALSE,"obscura"
"29_Zygaenidae_822","Moth","Zygaenidae","Adscita_obscura",50.18,32.17,FALSE,"obscura"
"29_Zygaenidae_722","Moth","Zygaenidae","Adscita_obscura",51.5,30.86,FALSE,"obscura"
"29_Zygaenidae_332","Moth","Zygaenidae","Adscita_obscura",52.02,29.66,FALSE,"obscura"
"29_Zygaenidae_1037","Moth","Zygaenidae","Adscita_obscura",51.94,29.63,FALSE,"obscura"
"29_Zygaenidae_984","Moth","Zygaenidae","Adscita_obscura",51.92,29.57,FALSE,"obscura"
"29_Zygaenidae_845","Moth","Zygaenidae","Adscita_statices",49.44,36.79,FALSE,"statices"
"54_Lycaenidae_8369","Rhopalocera","Lycaenidae","Agriades_aegagrus",54.71,36.53,TRUE,""
"54_Lycaenidae_8490","Rhopalocera","Lycaenidae","Agriades_aegagrus",54.71,36.53,TRUE,""
"54_Lycaenidae_8192","Rhopalocera","Lycaenidae","Agriades_aegagrus",51.31,36.15,TRUE,""
"54_Lycaenidae_4689","Rhopalocera","Lycaenidae","Agriades_pyrenaica",44.65,38.63,FALSE,"araraticus"
"54_Lycaenidae_4687","Rhopalocera","Lycaenidae","Agriades_pyrenaica",48.36,38.2,FALSE,"araraticus"
"54_Lycaenidae_4688","Rhopalocera","Lycaenidae","Agriades_pyrenaica",48.55,37.71,FALSE,"araraticus"
"54_Lycaenidae_4695","Rhopalocera","Lycaenidae","Agriades_pyrenaica",50.41,36.84,FALSE,"araraticus"
"54_Lycaenidae_4696","Rhopalocera","Lycaenidae","Agriades_pyrenaica",54.42,36.55,FALSE,"araraticus"
"54_Lycaenidae_4690","Rhopalocera","Lycaenidae","Agriades_pyrenaica",54.71,36.53,FALSE,"araraticus"
"54_Lycaenidae_4694","Rhopalocera","Lycaenidae","Agriades_pyrenaica",54.71,36.53,FALSE,"araraticus"
"54_Lycaenidae_4697","Rhopalocera","Lycaenidae","Agriades_pyrenaica",51.57,36.2,FALSE,"araraticus"
"54_Lycaenidae_4693","Rhopalocera","Lycaenidae","Agriades_pyrenaica",51.27,36.18,FALSE,"araraticus"
"54_Lycaenidae_4691","Rhopalocera","Lycaenidae","Agriades_pyrenaica",51.31,36.15,FALSE,"araraticus"
"65_Geometridae_3803","Moth","Geometridae","Agriopis_aurantiaria",57.48,37.78,FALSE,""
"65_Geometridae_5269","Moth","Geometridae","Agriopis_aurantiaria",56.12,37.34,FALSE,""
"65_Geometridae_5274","Moth","Geometridae","Agriopis_aurantiaria",54.13,36.66,FALSE,""
"65_Geometridae_5267","Moth","Geometridae","Agriopis_bajaria",56.11,37.44,FALSE,""
"65_Geometridae_5268","Moth","Geometridae","Agriopis_bajaria",56.16,37.35,FALSE,""
"65_Geometridae_5270","Moth","Geometridae","Agriopis_bajaria",55.46,37.2,FALSE,""
"65_Geometridae_5272","Moth","Geometridae","Agriopis_bajaria",54.31,36.68,FALSE,""
"65_Geometridae_5275","Moth","Geometridae","Agriopis_bajaria",54.13,36.66,FALSE,""
"65_Geometridae_12","Moth","Geometridae","Agriopis_bajaria",53.4,35.53,FALSE,""
"65_Geometridae_1619","Moth","Geometridae","Agriopis_bajaria",51.48,29.24,FALSE,""
"65_Geometridae_5450","Moth","Geometridae","Alcis_fredi",51.6,29.76,TRUE,""
"65_Geometridae_5451","Moth","Geometridae","Alcis_fredi",52.45,29.59,TRUE,""
"65_Geometridae_489","Moth","Geometridae","Alcis_fredi",56.09,27.56,TRUE,""
"65_Geometridae_490","Moth","Geometridae","Alcis_fredi",56.09,27.56,TRUE,""
"65_Geometridae_3808","Moth","Geometridae","Alsophila_aescularia",55.02,36.77,FALSE,""
"65_Geometridae_1253","Moth","Geometridae","Alsophila_aescularia",55.04,36.77,FALSE,""
"65_Geometridae_2","Moth","Geometridae","Alsophila_aescularia",55.04,36.77,FALSE,""
"54_Lycaenidae_2028","Rhopalocera","Lycaenidae","Anthene_amarah",50.83,28.95,FALSE,"amarah"
"54_Lycaenidae_8067","Rhopalocera","Lycaenidae","Anthene_amarah",56.52,27.52,FALSE,"amarah"
"54_Lycaenidae_2035","Rhopalocera","Lycaenidae","Anthene_amarah",55.82,27.23,FALSE,"amarah"
"54_Lycaenidae_2032","Rhopalocera","Lycaenidae","Anthene_amarah",57.06,27.18,FALSE,"amarah"
"54_Lycaenidae_2031","Rhopalocera","Lycaenidae","Anthene_amarah",57.04,27.12,FALSE,"amarah"
"54_Lycaenidae_2033","Rhopalocera","Lycaenidae","Anthene_amarah",55.94,26.75,FALSE,"amarah"
"54_Lycaenidae_2034","Rhopalocera","Lycaenidae","Anthene_amarah",55.54,26.68,FALSE,"amarah"
"54_Lycaenidae_2029","Rhopalocera","Lycaenidae","Anthene_amarah",54.88,26.57,FALSE,"amarah"
"54_Lycaenidae_2027","Rhopalocera","Lycaenidae","Anthene_amarah",54.87,26.57,FALSE,"amarah"
"54_Lycaenidae_8066","Rhopalocera","Lycaenidae","Anthene_amarah",54.87,26.57,FALSE,"amarah"
"65_Geometridae_1229","Moth","Geometridae","Aplasta_ononaria",46.79,38.93,FALSE,""
"65_Geometridae_900","Moth","Geometridae","Aplasta_ononaria",45.92,36.08,FALSE,""
"65_Geometridae_944","Moth","Geometridae","Aplasta_ononaria",46.32,35.69,FALSE,""
"65_Geometridae_954","Moth","Geometridae","Aplasta_ononaria",46.93,35.32,FALSE,""
"65_Geometridae_5425","Moth","Geometridae","Aplasta_ononaria",48.34,33.48,FALSE,""
"65_Geometridae_993","Moth","Geometridae","Aplasta_ononaria",49.12,33.41,FALSE,""
"65_Geometridae_5391","Moth","Geometridae","Aplasta_ononaria",46.86,33.33,FALSE,""
"65_Geometridae_996","Moth","Geometridae","Aplasta_ononaria",49.83,33.32,FALSE,""
"65_Geometridae_1020","Moth","Geometridae","Aplasta_ononaria",50.45,32.34,FALSE,""
"65_Geometridae_2295","Moth","Geometridae","Aplocera_annexata",51.31,36.15,FALSE,""
"65_Geometridae_2276","Moth","Geometridae","Aplocera_annexata",51.31,36.15,FALSE,""
"65_Geometridae_3577","Moth","Geometridae","Aplocera_annexata",51.31,36.15,FALSE,""
"65_Geometridae_1361","Moth","Geometridae","Aplocera_columbata",54.5,36.73,FALSE,""
"65_Geometridae_2092","Moth","Geometridae","Aplocera_columbata",54.5,36.73,FALSE,""
"65_Geometridae_3685","Moth","Geometridae","Aplocera_fraternata",49.68,34.12,FALSE,""
"65_Geometridae_1954","Moth","Geometridae","Aplocera_numidaria",57.98,37.67,FALSE,""
"65_Geometridae_2037","Moth","Geometridae","Aplocera_obsitaria",45.13,37.56,FALSE,""
"65_Geometridae_1979","Moth","Geometridae","Aplocera_obsitaria",45.1,37.48,FALSE,""
"65_Geometridae_2049","Moth","Geometridae","Aplocera_obsitaria",48.63,36.91,FALSE,""
"65_Geometridae_2098","Moth","Geometridae","Aplocera_obsitaria",48.73,36.69,FALSE,""
"65_Geometridae_2122","Moth","Geometridae","Aplocera_obsitaria",47.35,36.61,FALSE,""
"65_Geometridae_2171","Moth","Geometridae","Aplocera_obsitaria",50.01,36.5,FALSE,""
"65_Geometridae_2224","Moth","Geometridae","Aplocera_obsitaria",50.21,36.4,FALSE,""
"65_Geometridae_2230","Moth","Geometridae","Aplocera_obsitaria",45.42,36.35,FALSE,""
"65_Geometridae_2247","Moth","Geometridae","Aplocera_obsitaria",50.93,36.31,FALSE,""
"65_Geometridae_5396","Moth","Geometridae","Aplocera_obsitaria",50.93,36.31,FALSE,""
"65_Geometridae_2284","Moth","Geometridae","Aplocera_obsitaria",51.3,36.22,FALSE,""
"65_Geometridae_2283","Moth","Geometridae","Aplocera_obsitaria",51.23,36.21,FALSE,""
"65_Geometridae_2296","Moth","Geometridae","Aplocera_obsitaria",51.31,36.15,FALSE,""
"65_Geometridae_2264","Moth","Geometridae","Aplocera_obsitaria",51.31,36.15,FALSE,""
"65_Geometridae_2272","Moth","Geometridae","Aplocera_obsitaria",51.31,36.15,FALSE,""
"65_Geometridae_2277","Moth","Geometridae","Aplocera_obsitaria",51.31,36.15,FALSE,""
"65_Geometridae_3578","Moth","Geometridae","Aplocera_obsitaria",51.31,36.15,FALSE,""
"65_Geometridae_2308","Moth","Geometridae","Aplocera_obsitaria",45.92,36.08,FALSE,""
"65_Geometridae_2315","Moth","Geometridae","Aplocera_obsitaria",45.99,36.07,FALSE,""
"65_Geometridae_2326","Moth","Geometridae","Aplocera_obsitaria",51.38,36.05,FALSE,""
"65_Geometridae_2333","Moth","Geometridae","Aplocera_obsitaria",51.47,36.03,FALSE,""
"65_Geometridae_2349","Moth","Geometridae","Aplocera_obsitaria",51.48,35.99,FALSE,""
"65_Geometridae_2318","Moth","Geometridae","Aplocera_obsitaria",51.07,35.94,FALSE,""
"65_Geometridae_2398","Moth","Geometridae","Aplocera_obsitaria",51.43,35.84,FALSE,""
"65_Geometridae_5535","Moth","Geometridae","Aplocera_obsitaria",51.43,35.82,FALSE,""
"65_Geometridae_2427","Moth","Geometridae","Aplocera_obsitaria",51.4,35.79,FALSE,""
"65_Geometridae_2451","Moth","Geometridae","Aplocera_obsitaria",49.17,35.55,FALSE,""
"65_Geometridae_2453","Moth","Geometridae","Aplocera_obsitaria",49.11,35.54,FALSE,""
"65_Geometridae_2457","Moth","Geometridae","Aplocera_obsitaria",49.09,35.52,FALSE,""
"65_Geometridae_2491","Moth","Geometridae","Aplocera_obsitaria",50.08,32.9,FALSE,""
"65_Geometridae_2493","Moth","Geometridae","Aplocera_obsitaria",50.12,32.89,FALSE,""
"65_Geometridae_2496","Moth","Geometridae","Aplocera_obsitaria",50.07,32.88,FALSE,""
"65_Geometridae_2532","Moth","Geometridae","Aplocera_obsitaria",51.49,30.83,FALSE,""
"65_Geometridae_2539","Moth","Geometridae","Aplocera_obsitaria",51.68,30.63,FALSE,""
"65_Geometridae_2542","Moth","Geometridae","Aplocera_obsitaria",51.42,30.53,FALSE,""
"65_Geometridae_243","Moth","Geometridae","Aplocera_obsitaria",52.22,29.71,FALSE,""
"65_Geometridae_2565","Moth","Geometridae","Aplocera_obsitaria",52.01,29.63,FALSE,""
"65_Geometridae_2577","Moth","Geometridae","Aplocera_obsitaria",51.43,29.59,FALSE,""
"65_Geometridae_237","Moth","Geometridae","Aplocera_obsitaria",52.63,29.59,FALSE,""
"65_Geometridae_253","Moth","Geometridae","Aplocera_obsitaria",51.91,29.56,FALSE,""
"65_Geometridae_2585","Moth","Geometridae","Aplocera_obsitaria",51.67,29.5,FALSE,""
"65_Geometridae_5247","Moth","Geometridae","Aplocera_palumbata",47.52,37.76,FALSE,""
"65_Geometridae_1654","Moth","Geometridae","Aplocera_palumbata",50.93,36.31,FALSE,""
"65_Geometridae_2279","Moth","Geometridae","Aplocera_palumbata",50.94,36.21,FALSE,""
"65_Geometridae_2673","Moth","Geometridae","Aplocera_plagiata",47.19,38.88,FALSE,""
"65_Geometridae_3853","Moth","Geometridae","Aplocera_plagiata",57.48,37.78,FALSE,""
"65_Geometridae_2698","Moth","Geometridae","Aplocera_plagiata",57.48,37.77,FALSE,""
"65_Geometridae_2699","Moth","Geometridae","Aplocera_plagiata",57.43,37.74,FALSE,""
"65_Geometridae_2703","Moth","Geometridae","Aplocera_plagiata",57.43,37.74,FALSE,""
"65_Geometridae_1941","Moth","Geometridae","Aplocera_plagiata",57.98,37.67,FALSE,""
"65_Geometridae_1975","Moth","Geometridae","Aplocera_plagiata",46.37,37.56,FALSE,""
"65_Geometridae_1256","Moth","Geometridae","Aplocera_plagiata",45.17,37.53,FALSE,""
"65_Geometridae_1978","Moth","Geometridae","Aplocera_plagiata",45.17,37.53,FALSE,""
"65_Geometridae_626","Moth","Geometridae","Aplocera_plagiata",45.17,37.53,FALSE,""
"65_Geometridae_1984","Moth","Geometridae","Aplocera_plagiata",56.65,37.44,FALSE,""
"65_Geometridae_1994","Moth","Geometridae","Aplocera_plagiata",55.78,37.4,FALSE,""
"65_Geometridae_2022","Moth","Geometridae","Aplocera_plagiata",55.82,37.39,FALSE,""
"65_Geometridae_5310","Moth","Geometridae","Aplocera_plagiata",56.17,37.35,FALSE,""
"65_Geometridae_2001","Moth","Geometridae","Aplocera_plagiata",55.46,37.2,FALSE,""
"65_Geometridae_5301","Moth","Geometridae","Aplocera_plagiata",55.46,37.2,FALSE,""
"65_Geometridae_2050","Moth","Geometridae","Aplocera_plagiata",48.63,36.91,FALSE,""
"65_Geometridae_3854","Moth","Geometridae","Aplocera_plagiata",59.66,36.91,FALSE,""
"65_Geometridae_2077","Moth","Geometridae","Aplocera_plagiata",55.02,36.79,FALSE,""
"65_Geometridae_5260","Moth","Geometridae","Aplocera_plagiata",54.49,36.74,FALSE,""
"65_Geometridae_2097","Moth","Geometridae","Aplocera_plagiata",48.74,36.72,FALSE,""
"65_Geometridae_2099","Moth","Geometridae","Aplocera_plagiata",48.73,36.69,FALSE,""
"65_Geometridae_5264","Moth","Geometridae","Aplocera_plagiata",54.31,36.68,FALSE,""
"65_Geometridae_2109","Moth","Geometridae","Aplocera_plagiata",49.76,36.67,FALSE,""
"65_Geometridae_5265","Moth","Geometridae","Aplocera_plagiata",54.21,36.65,FALSE,""
"65_Geometridae_2115","Moth","Geometridae","Aplocera_plagiata",54.33,36.63,FALSE,""
"65_Geometridae_639","Moth","Geometridae","Aplocera_plagiata",54.33,36.63,FALSE,""
"65_Geometridae_2123","Moth","Geometridae","Aplocera_plagiata",47.35,36.61,FALSE,""
"65_Geometridae_2149","Moth","Geometridae","Aplocera_plagiata",54.6,36.55,FALSE,""
"65_Geometridae_2166","Moth","Geometridae","Aplocera_plagiata",54.71,36.53,FALSE,""
"65_Geometridae_2172","Moth","Geometridae","Aplocera_plagiata",50.01,36.5,FALSE,""
"65_Geometridae_2184","Moth","Geometridae","Aplocera_plagiata",51.05,36.45,FALSE,""
"65_Geometridae_2214","Moth","Geometridae","Aplocera_plagiata",51.03,36.44,FALSE,""
"65_Geometridae_2218","Moth","Geometridae","Aplocera_plagiata",50.57,36.43,FALSE,""
"65_Geometridae_2225","Moth","Geometridae","Aplocera_plagiata",50.21,36.4,FALSE,""
"65_Geometridae_402","Moth","Geometridae","Aplocera_plagiata",59.2,36.31,FALSE,""
"65_Geometridae_2255","Moth","Geometridae","Aplocera_plagiata",59.23,36.28,FALSE,""
"65_Geometridae_2263","Moth","Geometridae","Aplocera_plagiata",51.61,36.23,FALSE,""
"65_Geometridae_2273","Moth","Geometridae","Aplocera_plagiata",51.27,36.22,FALSE,""
"65_Geometridae_3573","Moth","Geometridae","Aplocera_plagiata",51.31,36.15,FALSE,""
"65_Geometridae_2314","Moth","Geometridae","Aplocera_plagiata",45.99,36.07,FALSE,""
"65_Geometridae_2317","Moth","Geometridae","Aplocera_plagiata",45.99,36.07,FALSE,""
"65_Geometridae_2325","Moth","Geometridae","Aplocera_plagiata",50.94,36.05,FALSE,""
"65_Geometridae_2335","Moth","Geometridae","Aplocera_plagiata",51.47,36.03,FALSE,""
"65_Geometridae_2343","Moth","Geometridae","Aplocera_plagiata",51.47,36.02,FALSE,""
"65_Geometridae_2365","Moth","Geometridae","Aplocera_plagiata",51.03,35.88,FALSE,""
"65_Geometridae_2382","Moth","Geometridae","Aplocera_plagiata",52.06,35.87,FALSE,""
"65_Geometridae_2399","Moth","Geometridae","Aplocera_plagiata",51.43,35.84,FALSE,""
"65_Geometridae_2405","Moth","Geometridae","Aplocera_plagiata",51.43,35.82,FALSE,""
"65_Geometridae_2406","Moth","Geometridae","Aplocera_plagiata",51.43,35.82,FALSE,""
"65_Geometridae_5536","Moth","Geometridae","Aplocera_plagiata",51.43,35.82,FALSE,""
"65_Geometridae_5537","Moth","Geometridae","Aplocera_plagiata",51.43,35.82,FALSE,""
"65_Geometridae_2414","Moth","Geometridae","Aplocera_plagiata",50.97,35.82,FALSE,""
"65_Geometridae_2416","Moth","Geometridae","Aplocera_plagiata",50.97,35.82,FALSE,""
"65_Geometridae_52","Moth","Geometridae","Aplocera_plagiata",50.97,35.82,FALSE,""
"65_Geometridae_2454","Moth","Geometridae","Aplocera_plagiata",49.11,35.54,FALSE,""
"65_Geometridae_2456","Moth","Geometridae","Aplocera_plagiata",49.09,35.52,FALSE,""
"65_Geometridae_2458","Moth","Geometridae","Aplocera_plagiata",49.11,35.52,FALSE,""
"65_Geometridae_2460","Moth","Geometridae","Aplocera_plagiata",59.94,35.41,FALSE,""
"65_Geometridae_2469","Moth","Geometridae","Aplocera_plagiata",50.05,34.67,FALSE,""
"65_Geometridae_2472","Moth","Geometridae","Aplocera_plagiata",48.38,34.06,FALSE,""
"65_Geometridae_2489","Moth","Geometridae","Aplocera_plagiata",50.08,32.9,FALSE,""
"65_Geometridae_2492","Moth","Geometridae","Aplocera_plagiata",50.12,32.89,FALSE,""
"65_Geometridae_2498","Moth","Geometridae","Aplocera_plagiata",50.03,32.74,FALSE,""
"65_Geometridae_2519","Moth","Geometridae","Aplocera_plagiata",51.76,31.13,FALSE,""
"65_Geometridae_2538","Moth","Geometridae","Aplocera_plagiata",51.78,30.62,FALSE,""
"65_Geometridae_225","Moth","Geometridae","Aplocera_plagiata",51.9,30.41,FALSE,""
"65_Geometridae_244","Moth","Geometridae","Aplocera_plagiata",52.22,29.71,FALSE,""
"65_Geometridae_2567","Moth","Geometridae","Aplocera_plagiata",52.01,29.63,FALSE,""
"65_Geometridae_2208","Moth","Geometridae","Aplocera_uniformata",51.03,36.44,FALSE,""
"65_Geometridae_1419","Moth","Geometridae","Aplocera_uniformata",51.42,36.24,FALSE,""
"65_Geometridae_1463","Moth","Geometridae","Aplocera_uniformata",51.4,36.22,FALSE,""
"65_Geometridae_4157","Moth","Geometridae","Apochima_diaphanaria",57.98,37.67,FALSE,""
"65_Geometridae_4213","Moth","Geometridae","Apochima_flabellaria",56.48,38.14,FALSE,""
"65_Geometridae_1721","Moth","Geometridae","Apochima_flabellaria",50.02,36.25,FALSE,""
"65_Geometridae_30","Moth","Geometridae","Apochima_flabellaria",53.4,35.53,FALSE,""
"65_Geometridae_6","Moth","Geometridae","Apochima_flabellaria",58.46,35.28,FALSE,""
"65_Geometridae_1639","Moth","Geometridae","Apochima_flabellaria",51.48,29.24,FALSE,""
"65_Geometridae_5433","Moth","Geometridae","Apochima_flabellaria",51,28.87,FALSE,""
"54_Lycaenidae_4509","Rhopalocera","Lycaenidae","Aricia_agestis",47.82,39.33,FALSE,"agestis"
"54_Lycaenidae_4481","Rhopalocera","Lycaenidae","Aricia_agestis",44.5,39.3,FALSE,"agestis"
"54_Lycaenidae_4500","Rhopalocera","Lycaenidae","Aricia_agestis",44.5,39.3,FALSE,"agestis"
"54_Lycaenidae_4505","Rhopalocera","Lycaenidae","Aricia_agestis",46.91,39.15,FALSE,"agestis"
"54_Lycaenidae_4607","Rhopalocera","Lycaenidae","Aricia_agestis",46.89,39.1,FALSE,"agestis"
"54_Lycaenidae_4510","Rhopalocera","Lycaenidae","Aricia_agestis",48.09,39.04,FALSE,"agestis"
"54_Lycaenidae_4504","Rhopalocera","Lycaenidae","Aricia_agestis",46.01,38.87,FALSE,"agestis"
"54_Lycaenidae_4487","Rhopalocera","Lycaenidae","Aricia_agestis",46.48,38.85,FALSE,"agestis"
"54_Lycaenidae_4546","Rhopalocera","Lycaenidae","Aricia_agestis",47.03,38.84,FALSE,"agestis"
"54_Lycaenidae_4598","Rhopalocera","Lycaenidae","Aricia_agestis",47.03,38.84,FALSE,"agestis"
"54_Lycaenidae_4626","Rhopalocera","Lycaenidae","Aricia_agestis",47.03,38.84,FALSE,"agestis"
"54_Lycaenidae_4599","Rhopalocera","Lycaenidae","Aricia_agestis",45.84,38.79,FALSE,"agestis"
"54_Lycaenidae_4553","Rhopalocera","Lycaenidae","Aricia_agestis",47.11,38.74,FALSE,"agestis"
"54_Lycaenidae_4547","Rhopalocera","Lycaenidae","Aricia_agestis",45.82,38.72,FALSE,"agestis"
"54_Lycaenidae_4605","Rhopalocera","Lycaenidae","Aricia_agestis",47.04,38.48,FALSE,"agestis"
"54_Lycaenidae_4513","Rhopalocera","Lycaenidae","Aricia_agestis",48.85,38.43,FALSE,"agestis"
"54_Lycaenidae_4554","Rhopalocera","Lycaenidae","Aricia_agestis",46.87,38.3,FALSE,"agestis"
"54_Lycaenidae_4506","Rhopalocera","Lycaenidae","Aricia_agestis",45.63,38.28,FALSE,"agestis"
"54_Lycaenidae_4555","Rhopalocera","Lycaenidae","Aricia_agestis",45.99,38.28,FALSE,"agestis"
"54_Lycaenidae_4482","Rhopalocera","Lycaenidae","Aricia_agestis",45.99,38.27,FALSE,"agestis"
"54_Lycaenidae_4508","Rhopalocera","Lycaenidae","Aricia_agestis",45.99,38.27,FALSE,"agestis"
"54_Lycaenidae_4486","Rhopalocera","Lycaenidae","Aricia_agestis",45.47,38.25,FALSE,"agestis"
"54_Lycaenidae_4507","Rhopalocera","Lycaenidae","Aricia_agestis",45.47,38.25,FALSE,"agestis"
"54_Lycaenidae_4499","Rhopalocera","Lycaenidae","Aricia_agestis",44.79,38.21,FALSE,"agestis"
"54_Lycaenidae_4502","Rhopalocera","Lycaenidae","Aricia_agestis",45.04,38.11,FALSE,"agestis"
"54_Lycaenidae_4627","Rhopalocera","Lycaenidae","Aricia_agestis",48.56,37.99,FALSE,"agestis"
"54_Lycaenidae_4503","Rhopalocera","Lycaenidae","Aricia_agestis",45.04,37.99,FALSE,"agestis"
"54_Lycaenidae_4480","Rhopalocera","Lycaenidae","Aricia_agestis",56.39,37.96,FALSE,"agestis"
"54_Lycaenidae_4514","Rhopalocera","Lycaenidae","Aricia_agestis",48.9,37.78,FALSE,"agestis"
"54_Lycaenidae_4501","Rhopalocera","Lycaenidae","Aricia_agestis",44.66,37.72,FALSE,"agestis"
"54_Lycaenidae_4512","Rhopalocera","Lycaenidae","Aricia_agestis",48.35,37.69,FALSE,"agestis"
"54_Lycaenidae_4483","Rhopalocera","Lycaenidae","Aricia_agestis",45.98,37.68,FALSE,"agestis"
"54_Lycaenidae_4511","Rhopalocera","Lycaenidae","Aricia_agestis",48.53,37.63,FALSE,"agestis"
"54_Lycaenidae_4458","Rhopalocera","Lycaenidae","Aricia_agestis",45.04,37.47,FALSE,"agestis"
"54_Lycaenidae_4604","Rhopalocera","Lycaenidae","Aricia_agestis",44.82,37.47,FALSE,"agestis"
"54_Lycaenidae_4567","Rhopalocera","Lycaenidae","Aricia_agestis",56.68,37.45,FALSE,"agestis"
"54_Lycaenidae_4552","Rhopalocera","Lycaenidae","Aricia_agestis",48.56,37.44,FALSE,"agestis"
"54_Lycaenidae_4568","Rhopalocera","Lycaenidae","Aricia_agestis",56.7,37.41,FALSE,"agestis"
"54_Lycaenidae_4571","Rhopalocera","Lycaenidae","Aricia_agestis",58.52,37.41,FALSE,"agestis"
"54_Lycaenidae_4572","Rhopalocera","Lycaenidae","Aricia_agestis",58.52,37.41,FALSE,"agestis"
"54_Lycaenidae_4573","Rhopalocera","Lycaenidae","Aricia_agestis",58.52,37.41,FALSE,"agestis"
"54_Lycaenidae_8055","Rhopalocera","Lycaenidae","Aricia_agestis",56.08,37.37,FALSE,"agestis"
"54_Lycaenidae_4569","Rhopalocera","Lycaenidae","Aricia_agestis",56.23,37.34,FALSE,"agestis"
